date,start_time,close
07/26/2024 17:00,1722013201,0.595
07/26/2024 18:00,1722016802,0.595
07/26/2024 19:00,1722020402,0.595
07/26/2024 20:00,1722024002,0.595
07/26/2024 21:00,1722027602,0.595
07/26/2024 22:00,1722031202,0.595
07/26/2024 23:00,1722034802,0.585
07/27/2024 00:00,1722038402,0.585
07/27/2024 01:00,1722042002,0.585
07/27/2024 02:00,1722045602,0.585
07/27/2024 03:00,1722049202,0.585
07/27/2024 04:00,1722052802,0.585
07/27/2024 05:00,1722056402,0.585
07/27/2024 06:00,1722060002,0.585
07/27/2024 07:00,1722063602,0.585
07/27/2024 08:00,1722067202,0.585
07/27/2024 09:00,1722070802,0.585
07/27/2024 10:00,1722074402,0.585
07/27/2024 11:00,1722078002,0.585
07/27/2024 12:00,1722081601,0.585
07/27/2024 13:00,1722085202,0.585
07/27/2024 14:00,1722088802,0.585
07/27/2024 15:00,1722092401,0.585
07/27/2024 16:00,1722096002,0.575
07/27/2024 17:00,1722099602,0.585
07/27/2024 18:00,1722103202,0.575
07/27/2024 19:00,1722106802,0.575
07/27/2024 20:00,1722110402,0.575
07/27/2024 21:00,1722114002,0.58
07/27/2024 22:00,1722117602,0.585
07/27/2024 23:00,1722121202,0.585
07/28/2024 00:00,1722124802,0.575
07/28/2024 01:00,1722128401,0.575
07/28/2024 02:00,1722132002,0.575
07/28/2024 03:00,1722135601,0.575
07/28/2024 04:00,1722139202,0.575
07/28/2024 05:00,1722142802,0.575
07/28/2024 06:00,1722146402,0.575
07/28/2024 07:00,1722150002,0.575
07/28/2024 08:00,1722153602,0.575
07/28/2024 09:00,1722157201,0.575
07/28/2024 10:00,1722160802,0.575
07/28/2024 11:00,1722164402,0.575
07/28/2024 12:00,1722168002,0.575
07/28/2024 13:00,1722171602,0.575
07/28/2024 14:00,1722175202,0.575
07/28/2024 15:00,1722178802,0.575
07/28/2024 16:00,1722182402,0.575
07/28/2024 17:00,1722186002,0.585
07/28/2024 18:00,1722189602,0.585
07/28/2024 19:00,1722193202,0.585
07/28/2024 20:00,1722196802,0.585
07/28/2024 21:00,1722200402,0.585
07/28/2024 22:00,1722204002,0.585
07/28/2024 23:00,1722207602,0.585
07/29/2024 00:00,1722211202,0.585
07/29/2024 01:00,1722214801,0.585
07/29/2024 02:00,1722218402,0.585
07/29/2024 03:00,1722222002,0.595
07/29/2024 04:00,1722225603,0.595
07/29/2024 05:00,1722229202,0.595
07/29/2024 06:00,1722232802,0.595
07/29/2024 07:00,1722236402,0.595
07/29/2024 08:00,1722240002,0.595
07/29/2024 09:00,1722243602,0.595
07/29/2024 10:00,1722247202,0.595
07/29/2024 11:00,1722250802,0.595
07/29/2024 12:00,1722254402,0.595
07/29/2024 13:00,1722258002,0.595
07/29/2024 14:00,1722261602,0.605
07/29/2024 15:00,1722265202,0.605
07/29/2024 16:00,1722268801,0.605
07/29/2024 17:00,1722272402,0.605
07/29/2024 18:00,1722276002,0.6
07/29/2024 19:00,1722279602,0.6
07/29/2024 20:00,1722283202,0.6
07/29/2024 21:00,1722286802,0.595
07/29/2024 22:00,1722290402,0.6
07/29/2024 23:00,1722294002,0.595
07/30/2024 00:00,1722297601,0.595
07/30/2024 01:00,1722301202,0.595
07/30/2024 02:00,1722304801,0.595
07/30/2024 03:00,1722308401,0.595
07/30/2024 04:00,1722312001,0.595
07/30/2024 05:00,1722315601,0.585
07/30/2024 06:00,1722319201,0.585
07/30/2024 07:00,1722322801,0.575
07/30/2024 08:00,1722326402,0.585
07/30/2024 09:00,1722330001,0.575
07/30/2024 10:00,1722333602,0.575
07/30/2024 11:00,1722337202,0.585
07/30/2024 12:00,1722340802,0.585
07/30/2024 13:00,1722344402,0.585
07/30/2024 14:00,1722348002,0.585
07/30/2024 15:00,1722351602,0.585
07/30/2024 16:00,1722355202,0.585
07/30/2024 17:00,1722358802,0.585
07/30/2024 18:00,1722362402,0.585
07/30/2024 19:00,1722366002,0.585
07/30/2024 20:00,1722369602,0.585
07/30/2024 21:00,1722373202,0.585
07/30/2024 22:00,1722376802,0.585
07/30/2024 23:00,1722380402,0.585
07/31/2024 00:00,1722384002,0.585
07/31/2024 01:00,1722387601,0.585
07/31/2024 02:00,1722391202,0.585
07/31/2024 03:00,1722394801,0.585
07/31/2024 04:00,1722398401,0.585
07/31/2024 05:00,1722402001,0.585
07/31/2024 06:00,1722405601,0.585
07/31/2024 07:00,1722409201,0.585
07/31/2024 08:00,1722412802,0.585
07/31/2024 09:00,1722416402,0.585
07/31/2024 10:00,1722420002,0.585
07/31/2024 11:00,1722423602,0.595
07/31/2024 12:00,1722427202,0.595
07/31/2024 13:00,1722430801,0.595
07/31/2024 14:00,1722434402,0.595
07/31/2024 15:00,1722438002,0.595
07/31/2024 16:00,1722441601,0.595
07/31/2024 17:00,1722445202,0.585
07/31/2024 18:00,1722448802,0.58
07/31/2024 19:00,1722452401,0.575
07/31/2024 20:00,1722456002,0.575
07/31/2024 21:00,1722459602,0.575
07/31/2024 22:00,1722463202,0.565
07/31/2024 23:00,1722466802,0.565
08/01/2024 00:00,1722470402,0.555
08/01/2024 01:00,1722474002,0.535
08/01/2024 02:00,1722477602,0.535
08/01/2024 03:00,1722481202,0.545
08/01/2024 04:00,1722484801,0.545
08/01/2024 05:00,1722488401,0.545
08/01/2024 06:00,1722492002,0.545
08/01/2024 07:00,1722495601,0.545
08/01/2024 08:00,1722499202,0.545
08/01/2024 09:00,1722502802,0.545
08/01/2024 10:00,1722506402,0.545
08/01/2024 11:00,1722510001,0.545
08/01/2024 12:00,1722513602,0.545
08/01/2024 13:00,1722517202,0.545
08/01/2024 14:00,1722520801,0.545
08/01/2024 15:00,1722524402,0.545
08/01/2024 16:00,1722528002,0.535
08/01/2024 17:00,1722531602,0.535
08/01/2024 18:00,1722535202,0.53
08/01/2024 19:00,1722538801,0.525
08/01/2024 20:00,1722542402,0.525
08/01/2024 21:00,1722546001,0.535
08/01/2024 22:00,1722549601,0.535
08/01/2024 23:00,1722553201,0.535
08/02/2024 00:00,1722556801,0.535
08/02/2024 01:00,1722560401,0.535
08/02/2024 02:00,1722564001,0.535
08/02/2024 03:00,1722567602,0.535
08/02/2024 04:00,1722571202,0.535
08/02/2024 05:00,1722574802,0.535
08/02/2024 06:00,1722578401,0.535
08/02/2024 07:00,1722582001,0.535
08/02/2024 08:00,1722585601,0.535
08/02/2024 09:00,1722589201,0.535
08/02/2024 10:00,1722592802,0.535
08/02/2024 11:00,1722596401,0.535
08/02/2024 12:00,1722600002,0.535
08/02/2024 13:00,1722603601,0.535
08/02/2024 14:00,1722607202,0.535
08/02/2024 15:00,1722610802,0.535
08/02/2024 16:00,1722614402,0.525
08/02/2024 17:00,1722618001,0.535
08/02/2024 18:00,1722621602,0.535
08/02/2024 19:00,1722625202,0.535
08/02/2024 20:00,1722628802,0.535
08/02/2024 21:00,1722632402,0.535
08/02/2024 22:00,1722636002,0.535
08/02/2024 23:00,1722639601,0.535
08/03/2024 00:00,1722643202,0.525
08/03/2024 01:00,1722646801,0.525
08/03/2024 02:00,1722650402,0.525
08/03/2024 03:00,1722654002,0.525
08/03/2024 04:00,1722657601,0.525
08/03/2024 05:00,1722661202,0.525
08/03/2024 06:00,1722664801,0.525
08/03/2024 07:00,1722668401,0.525
08/03/2024 08:00,1722672001,0.525
08/03/2024 09:00,1722675602,0.525
08/03/2024 10:00,1722679202,0.525
08/03/2024 11:00,1722682801,0.525
08/03/2024 12:00,1722686402,0.525
08/03/2024 13:00,1722690001,0.525
08/03/2024 14:00,1722693602,0.525
08/03/2024 15:00,1722697202,0.525
08/03/2024 16:00,1722700802,0.535
08/03/2024 17:00,1722704402,0.535
08/03/2024 18:00,1722708001,0.535
08/03/2024 19:00,1722711601,0.535
08/03/2024 20:00,1722715202,0.535
08/03/2024 21:00,1722718801,0.545
08/03/2024 22:00,1722722401,0.545
08/03/2024 23:00,1722726001,0.545
08/04/2024 00:00,1722729601,0.545
08/04/2024 01:00,1722733201,0.545
08/04/2024 02:00,1722736802,0.545
08/04/2024 03:00,1722740401,0.545
08/04/2024 04:00,1722744001,0.545
08/04/2024 05:00,1722747601,0.545
08/04/2024 06:00,1722751201,0.545
08/04/2024 07:00,1722754801,0.545
08/04/2024 08:00,1722758401,0.545
08/04/2024 09:00,1722762001,0.545
08/04/2024 10:00,1722765601,0.545
08/04/2024 11:00,1722769201,0.545
08/04/2024 12:00,1722772802,0.545
08/04/2024 13:00,1722776402,0.545
08/04/2024 14:00,1722780002,0.545
08/04/2024 15:00,1722783602,0.545
08/04/2024 16:00,1722787201,0.545
08/04/2024 17:00,1722790801,0.545
08/04/2024 18:00,1722794402,0.515
08/04/2024 19:00,1722798001,0.515
08/04/2024 20:00,1722801601,0.515
08/04/2024 21:00,1722805202,0.515
08/04/2024 22:00,1722808802,0.515
08/04/2024 23:00,1722812401,0.515
08/05/2024 00:00,1722816001,0.515
08/05/2024 01:00,1722819601,0.515
08/05/2024 02:00,1722823202,0.515
08/05/2024 03:00,1722826801,0.505
08/05/2024 04:00,1722830402,0.525
08/05/2024 05:00,1722834001,0.525
08/05/2024 06:00,1722837602,0.535
08/05/2024 07:00,1722841201,0.535
08/05/2024 08:00,1722844801,0.535
08/05/2024 09:00,1722848401,0.535
08/05/2024 10:00,1722852001,0.525
08/05/2024 11:00,1722855602,0.525
08/05/2024 12:00,1722859202,0.525
08/05/2024 13:00,1722862801,0.525
08/05/2024 14:00,1722866402,0.545
08/05/2024 15:00,1722870001,0.545
08/05/2024 16:00,1722873602,0.545
08/05/2024 17:00,1722877201,0.535
08/05/2024 18:00,1722880802,0.535
08/05/2024 19:00,1722884401,0.535
08/05/2024 20:00,1722888001,0.535
08/05/2024 21:00,1722891601,0.535
08/05/2024 22:00,1722895201,0.535
08/05/2024 23:00,1722898801,0.535
08/06/2024 00:00,1722902401,0.535
08/06/2024 01:00,1722906001,0.535
08/06/2024 02:00,1722909601,0.535
08/06/2024 03:00,1722913202,0.535
08/06/2024 04:00,1722916801,0.535
08/06/2024 05:00,1722920401,0.535
08/06/2024 06:00,1722924002,0.535
08/06/2024 07:00,1722927601,0.535
08/06/2024 08:00,1722931201,0.535
08/06/2024 09:00,1722934802,0.525
08/06/2024 10:00,1722938401,0.525
08/06/2024 11:00,1722942001,0.52
08/06/2024 12:00,1722945602,0.52
08/06/2024 13:00,1722949201,0.525
08/06/2024 14:00,1722952801,0.525
08/06/2024 15:00,1722956401,0.525
08/06/2024 16:00,1722960002,0.515
08/06/2024 17:00,1722963602,0.525
08/06/2024 18:00,1722967202,0.525
08/06/2024 19:00,1722970802,0.52
08/06/2024 20:00,1722974402,0.52
08/06/2024 21:00,1722978002,0.515
08/06/2024 22:00,1722981601,0.515
08/06/2024 23:00,1722985202,0.515
08/07/2024 00:00,1722988801,0.515
08/07/2024 01:00,1722992401,0.515
08/07/2024 02:00,1722996001,0.515
08/07/2024 03:00,1722999601,0.515
08/07/2024 04:00,1723003201,0.515
08/07/2024 05:00,1723006801,0.515
08/07/2024 06:00,1723010401,0.515
08/07/2024 07:00,1723014001,0.515
08/07/2024 08:00,1723017601,0.515
08/07/2024 09:00,1723021201,0.515
08/07/2024 10:00,1723024802,0.515
08/07/2024 11:00,1723028401,0.515
08/07/2024 12:00,1723032001,0.515
08/07/2024 13:00,1723035601,0.515
08/07/2024 14:00,1723039202,0.515
08/07/2024 15:00,1723042802,0.505
08/07/2024 16:00,1723046402,0.505
08/07/2024 17:00,1723050002,0.505
08/07/2024 18:00,1723053601,0.505
08/07/2024 19:00,1723057201,0.505
08/07/2024 20:00,1723060801,0.505
08/07/2024 21:00,1723064401,0.505
08/07/2024 22:00,1723068002,0.505
08/07/2024 23:00,1723071602,0.495
08/08/2024 00:00,1723075201,0.485
08/08/2024 01:00,1723078801,0.485
08/08/2024 02:00,1723082401,0.495
08/08/2024 03:00,1723086001,0.495
08/08/2024 04:00,1723089601,0.49
08/08/2024 05:00,1723093201,0.485
08/08/2024 06:00,1723096801,0.485
08/08/2024 07:00,1723100402,0.485
08/08/2024 08:00,1723104002,0.485
08/08/2024 09:00,1723107601,0.485
08/08/2024 10:00,1723111201,0.485
08/08/2024 11:00,1723114801,0.485
08/08/2024 12:00,1723118401,0.485
08/08/2024 13:00,1723122001,0.485
08/08/2024 14:00,1723125601,0.495
08/08/2024 15:00,1723129202,0.495
08/08/2024 16:00,1723132802,0.495
08/08/2024 17:00,1723136401,0.495
08/08/2024 18:00,1723140002,0.495
08/08/2024 19:00,1723143602,0.492
08/08/2024 20:00,1723147202,0.492
08/08/2024 21:00,1723150801,0.4935
08/08/2024 22:00,1723154401,0.492
08/08/2024 23:00,1723158001,0.4915
08/09/2024 00:00,1723161602,0.4915
08/09/2024 01:00,1723165202,0.4915
08/09/2024 02:00,1723168801,0.4865
08/09/2024 03:00,1723172401,0.4865
08/09/2024 04:00,1723176002,0.4865
08/09/2024 05:00,1723179601,0.486
08/09/2024 06:00,1723183202,0.4845
08/09/2024 07:00,1723186801,0.4845
08/09/2024 08:00,1723190402,0.4845
08/09/2024 09:00,1723194001,0.4845
08/09/2024 10:00,1723197601,0.4845
08/09/2024 11:00,1723201201,0.4855
08/09/2024 12:00,1723204801,0.4855
08/09/2024 13:00,1723208401,0.4865
08/09/2024 14:00,1723212002,0.4865
08/09/2024 15:00,1723215601,0.4875
08/09/2024 16:00,1723219201,0.486
08/09/2024 17:00,1723222801,0.487
08/09/2024 18:00,1723226401,0.487
08/09/2024 19:00,1723230002,0.4865
08/09/2024 20:00,1723233602,0.486
08/09/2024 21:00,1723237201,0.4775
08/09/2024 22:00,1723240802,0.475
08/09/2024 23:00,1723244402,0.474
08/10/2024 00:00,1723248002,0.476
08/10/2024 01:00,1723251601,0.476
08/10/2024 02:00,1723255202,0.476
08/10/2024 03:00,1723258802,0.475
08/10/2024 04:00,1723262402,0.4745
08/10/2024 05:00,1723266002,0.476
08/10/2024 06:00,1723269601,0.4765
08/10/2024 07:00,1723273202,0.477
08/10/2024 08:00,1723276802,0.4765
08/10/2024 09:00,1723280401,0.4765
08/10/2024 10:00,1723284002,0.4765
08/10/2024 11:00,1723287602,0.476
08/10/2024 12:00,1723291202,0.4715
08/10/2024 13:00,1723294802,0.4655
08/10/2024 14:00,1723298402,0.4645
08/10/2024 15:00,1723302002,0.4615
08/10/2024 16:00,1723305601,0.4555
08/10/2024 17:00,1723309202,0.4575
08/10/2024 18:00,1723312802,0.456
08/10/2024 19:00,1723316401,0.4545
08/10/2024 20:00,1723320001,0.4505
08/10/2024 21:00,1723323601,0.452
08/10/2024 22:00,1723327202,0.449
08/10/2024 23:00,1723330802,0.453
08/11/2024 00:00,1723334401,0.453
08/11/2024 01:00,1723338001,0.452
08/11/2024 02:00,1723341602,0.4485
08/11/2024 03:00,1723345201,0.456
08/11/2024 04:00,1723348801,0.455
08/11/2024 05:00,1723352402,0.4545
08/11/2024 06:00,1723356001,0.4535
08/11/2024 07:00,1723359602,0.453
08/11/2024 08:00,1723363202,0.4535
08/11/2024 09:00,1723366801,0.4545
08/11/2024 10:00,1723370402,0.4555
08/11/2024 11:00,1723374001,0.4555
08/11/2024 12:00,1723377602,0.4565
08/11/2024 13:00,1723381202,0.4565
08/11/2024 14:00,1723384801,0.4565
08/11/2024 15:00,1723388402,0.4565
08/11/2024 16:00,1723392001,0.457
08/11/2024 17:00,1723395601,0.4575
08/11/2024 18:00,1723399202,0.4575
08/11/2024 19:00,1723402801,0.4575
08/11/2024 20:00,1723406401,0.4575
08/11/2024 21:00,1723410002,0.4565
08/11/2024 22:00,1723413602,0.4575
08/11/2024 23:00,1723417202,0.457
08/12/2024 00:00,1723420801,0.4555
08/12/2024 01:00,1723424401,0.456
08/12/2024 02:00,1723428001,0.457
08/12/2024 03:00,1723431602,0.456
08/12/2024 04:00,1723435201,0.456
08/12/2024 05:00,1723438802,0.4515
08/12/2024 06:00,1723442402,0.45
08/12/2024 07:00,1723446002,0.4525
08/12/2024 08:00,1723449602,0.4525
08/12/2024 09:00,1723453201,0.4525
08/12/2024 10:00,1723456802,0.4535
08/12/2024 11:00,1723460401,0.4525
08/12/2024 12:00,1723464001,0.4545
08/12/2024 13:00,1723467602,0.455
08/12/2024 14:00,1723471201,0.4555
08/12/2024 15:00,1723474802,0.455
08/12/2024 16:00,1723478402,0.4555
08/12/2024 17:00,1723482001,0.4555
08/12/2024 18:00,1723485602,0.456
08/12/2024 19:00,1723489202,0.457
08/12/2024 20:00,1723492801,0.455
08/12/2024 21:00,1723496402,0.4565
08/12/2024 22:00,1723500002,0.456
08/12/2024 23:00,1723503602,0.457
08/13/2024 00:00,1723507202,0.4585
08/13/2024 01:00,1723510801,0.456
08/13/2024 02:00,1723514402,0.4565
08/13/2024 03:00,1723518002,0.4575
08/13/2024 04:00,1723521602,0.4565
08/13/2024 05:00,1723525202,0.457
08/13/2024 06:00,1723528802,0.4575
08/13/2024 07:00,1723532402,0.4565
08/13/2024 08:00,1723536001,0.457
08/13/2024 09:00,1723539602,0.4575
08/13/2024 10:00,1723543201,0.457
08/13/2024 11:00,1723546801,0.457
08/13/2024 12:00,1723550402,0.455
08/13/2024 13:00,1723554002,0.455
08/13/2024 14:00,1723557602,0.455
08/13/2024 15:00,1723561201,0.4545
08/13/2024 16:00,1723564802,0.4535
08/13/2024 17:00,1723568401,0.453
08/13/2024 18:00,1723572002,0.4545
08/13/2024 19:00,1723575602,0.457
08/13/2024 20:00,1723579203,0.4555
08/13/2024 21:00,1723582802,0.4565
08/13/2024 22:00,1723586402,0.4575
08/13/2024 23:00,1723590002,0.456
08/14/2024 00:00,1723593602,0.4555
08/14/2024 01:00,1723597202,0.4545
08/14/2024 02:00,1723600802,0.4545
08/14/2024 03:00,1723604402,0.4545
08/14/2024 04:00,1723608001,0.4545
08/14/2024 05:00,1723611602,0.455
08/14/2024 06:00,1723615202,0.4555
08/14/2024 07:00,1723618802,0.455
08/14/2024 08:00,1723622402,0.455
08/14/2024 09:00,1723626002,0.4555
08/14/2024 10:00,1723629602,0.4555
08/14/2024 11:00,1723633202,0.456
08/14/2024 12:00,1723636802,0.454
08/14/2024 13:00,1723640402,0.4545
08/14/2024 14:00,1723644002,0.454
08/14/2024 15:00,1723647601,0.453
08/14/2024 16:00,1723651202,0.45
08/14/2024 17:00,1723654802,0.449
08/14/2024 18:00,1723658401,0.4505
08/14/2024 19:00,1723662001,0.4495
08/14/2024 20:00,1723665601,0.4475
08/14/2024 21:00,1723669202,0.4485
08/14/2024 22:00,1723672802,0.448
08/14/2024 23:00,1723676401,0.447
08/15/2024 00:00,1723680002,0.447
08/15/2024 01:00,1723683601,0.447
08/15/2024 02:00,1723687202,0.447
08/15/2024 03:00,1723690801,0.4475
08/15/2024 04:00,1723694402,0.4475
08/15/2024 05:00,1723698001,0.447
08/15/2024 06:00,1723701601,0.447
08/15/2024 07:00,1723705202,0.4465
08/15/2024 08:00,1723708802,0.4475
08/15/2024 09:00,1723712401,0.4465
08/15/2024 10:00,1723716001,0.4475
08/15/2024 11:00,1723719602,0.4465
08/15/2024 12:00,1723723201,0.4465
08/15/2024 13:00,1723726802,0.4435
08/15/2024 14:00,1723730401,0.4445
08/15/2024 15:00,1723734002,0.4435
08/15/2024 16:00,1723737601,0.443
08/15/2024 17:00,1723741201,0.442
08/15/2024 18:00,1723744802,0.4415
08/15/2024 19:00,1723748402,0.442
08/15/2024 20:00,1723752001,0.4435
08/15/2024 21:00,1723755601,0.4435
08/15/2024 22:00,1723759201,0.4435
08/15/2024 23:00,1723762802,0.4425
08/16/2024 00:00,1723766402,0.443
08/16/2024 01:00,1723770001,0.442
08/16/2024 02:00,1723773601,0.442
08/16/2024 03:00,1723777201,0.4415
08/16/2024 04:00,1723780801,0.442
08/16/2024 05:00,1723784402,0.4415
08/16/2024 06:00,1723788002,0.4405
08/16/2024 07:00,1723791602,0.4405
08/16/2024 08:00,1723795201,0.4405
08/16/2024 09:00,1723798802,0.4405
08/16/2024 10:00,1723802402,0.4415
08/16/2024 11:00,1723806002,0.4415
08/16/2024 12:00,1723809602,0.4415
08/16/2024 13:00,1723813201,0.4415
08/16/2024 14:00,1723816801,0.4415
08/16/2024 15:00,1723820402,0.441
08/16/2024 16:00,1723824001,0.4405
08/16/2024 17:00,1723827602,0.441
08/16/2024 18:00,1723831201,0.4425
08/16/2024 19:00,1723834802,0.4465
08/16/2024 20:00,1723838402,0.449
08/16/2024 21:00,1723842002,0.4495
08/16/2024 22:00,1723845602,0.4495
08/16/2024 23:00,1723849201,0.4525
08/17/2024 00:00,1723852802,0.4545
08/17/2024 01:00,1723856402,0.4555
08/17/2024 02:00,1723860002,0.456
08/17/2024 03:00,1723863602,0.457
08/17/2024 04:00,1723867202,0.457
08/17/2024 05:00,1723870802,0.4575
08/17/2024 06:00,1723874402,0.4585
08/17/2024 07:00,1723878002,0.4585
08/17/2024 08:00,1723881602,0.4685
08/17/2024 09:00,1723885202,0.472
08/17/2024 10:00,1723888802,0.481
08/17/2024 11:00,1723892402,0.485
08/17/2024 12:00,1723896002,0.4795
08/17/2024 13:00,1723899602,0.4705
08/17/2024 14:00,1723903201,0.4685
08/17/2024 15:00,1723906802,0.474
08/17/2024 16:00,1723910402,0.4745
08/17/2024 17:00,1723914001,0.479
08/17/2024 18:00,1723917602,0.4805
08/17/2024 19:00,1723921202,0.48
08/17/2024 20:00,1723924802,0.48
08/17/2024 21:00,1723928402,0.4795
08/17/2024 22:00,1723932001,0.48
08/17/2024 23:00,1723935602,0.483
08/18/2024 00:00,1723939202,0.4865
08/18/2024 01:00,1723942802,0.4905
08/18/2024 02:00,1723946402,0.49
08/18/2024 03:00,1723950002,0.487
08/18/2024 04:00,1723953601,0.487
08/18/2024 05:00,1723957202,0.4865
08/18/2024 06:00,1723960802,0.4865
08/18/2024 07:00,1723964401,0.4865
08/18/2024 08:00,1723968002,0.4865
08/18/2024 09:00,1723971602,0.489
08/18/2024 10:00,1723975202,0.4875
08/18/2024 11:00,1723978802,0.4855
08/18/2024 12:00,1723982402,0.4855
08/18/2024 13:00,1723986002,0.4845
08/18/2024 14:00,1723989602,0.4895
08/18/2024 15:00,1723993202,0.489
08/18/2024 16:00,1723996802,0.489
